num__Income,num__AverageSpend,num__GroupSize,num__WaitTime,num__ServiceRating,num__FoodRating,num__AmbianceRating,num__SpendPerPerson,num__OnlineReservation,num__DeliveryOrder,num__LoyaltyProgramMember,cat__Gender_Female,cat__Gender_Male,cat__VisitFrequency_Daily,cat__VisitFrequency_Monthly,cat__VisitFrequency_Rarely,cat__VisitFrequency_Weekly,cat__PreferredCuisine_American,cat__PreferredCuisine_Chinese,cat__PreferredCuisine_Indian,cat__PreferredCuisine_Italian,cat__PreferredCuisine_Mexican,cat__TimeOfVisit_Breakfast,cat__TimeOfVisit_Dinner,cat__TimeOfVisit_Lunch,cat__DiningOccasion_Business,cat__DiningOccasion_Casual,cat__DiningOccasion_Celebration,cat__MealType_Dine-in,cat__MealType_Takeaway,cat__AgeGroup_Adult,cat__AgeGroup_Senior,cat__AgeGroup_Youth,HighSatisfaction
-0.8867778764289662,1.1968564919465439,-0.019786974123253583,-0.21676419584551712,0.6652689338854887,-0.7091703467803764,0.01899153268419227,0.052944525984364776,1.533608589980693,-0.8321806790905579,1.0253204627247283,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.2525687670930483,-1.0742655664822933,-0.019786974123253583,-0.4068652536244127,-1.435580331016054,-1.4159846458970304,0.7095927212002784,-0.642550830504643,-0.6520568589229075,-0.8321806790905579,-0.9753048303966929,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
1.5032335114105253,-1.72310050438319,-0.019786974123253583,-1.690269037856246,1.365552022186003,-0.0023560476637222347,0.7095927212002784,-0.8412463100202134,-0.6520568589229075,1.201662121130765,1.0253204627247283,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.43037154014758194,-0.149381776183879,-0.4090389240888982,0.22878952056048518,1.365552022186003,-0.7091703467803764,-1.36221084434798,-0.21699437288642742,-0.6520568589229075,-0.8321806790905579,1.0253204627247283,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-1.4086622957375565,-1.7087812818294787,-1.1875428240201873,-0.39744862856137153,-1.435580331016054,1.411272550569586,-0.6716096558318938,-0.6992213852389699,-0.6520568589229075,-0.8321806790905579,-0.9753048303966929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.4250483401526145,0.6534471175571007,1.1479688757736801,0.16885523417328996,-0.03501415441502559,-1.4159846458970304,-0.6716096558318938,-0.4191492218128411,1.533608589980693,-0.8321806790905579,1.0253204627247283,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
0.9550756743049916,-0.2097003325508359,0.7587169258080356,-1.1760201200886298,-0.03501415441502559,-0.0023560476637222347,1.4001939097163645,-0.5351713040349787,-0.6520568589229075,1.201662121130765,-0.9753048303966929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-1.508643586732143,0.11395557404919789,1.1479688757736801,-0.20662471008837419,0.6652689338854887,1.411272550569586,0.01899153268419227,-0.5224059638883878,-0.6520568589229075,1.201662121130765,1.0253204627247283,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
-0.21779394042776076,0.16465756965989037,-1.576794773985832,1.4059710586888694,1.365552022186003,0.704458251452932,-1.36221084434798,2.3987341214427826,1.533608589980693,1.201662121130765,-0.9753048303966929,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.4063722531207658,0.8690993082962689,1.5372208257393247,-1.6875461930666023,0.6652689338854887,0.704458251452932,1.4001939097163645,-0.4390682823440923,1.533608589980693,1.201662121130765,1.0253204627247283,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.9049005614811401,-1.0126254118226132,-1.576794773985832,-0.5627452995570835,-0.03501415441502559,-1.4159846458970304,0.01899153268419227,0.5961122767563322,1.533608589980693,1.201662121130765,1.0253204627247283,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0490222484736003,1.7273695693042401,-1.576794773985832,-1.1754154674283037,0.6652689338854887,1.411272550569586,1.4001939097163645,4.791513794487274,1.533608589980693,-0.8321806790905579,-0.9753048303966929,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.5100614252207579,-1.1647498483280367,1.5372208257393247,0.5878670991936079,-0.7352972427155399,-1.4159846458970304,-1.36221084434798,-0.7850873199827101,-0.6520568589229075,-0.8321806790905579,-0.9753048303966929,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
